1	http://en.wikipedia.org/wiki/Caitlin_Farrell	http://en.wikipedia.org/wiki/National_Women's_Soccer_League
0	http://en.wikipedia.org/wiki/ClamWin_Free_Antivirus	http://en.wikipedia.org/wiki/McAfee_VirusScan
1	http://en.wikipedia.org/wiki/Suicide_legislation	http://en.wikipedia.org/wiki/Bullying_and_suicide
0	http://en.wikipedia.org/wiki/Arrow_(season_2)	http://en.wikipedia.org/wiki/Thea_Queen
1	http://en.wikipedia.org/wiki/USS_Barry_(DD-248)	http://en.wikipedia.org/wiki/USS_Chandler_(DD-206)
1	http://en.wikipedia.org/wiki/1975%E2%80%9376_European_Cup	http://en.wikipedia.org/wiki/Hungary
1	http://en.wikipedia.org/wiki/Richard_Vinroot	http://en.wikipedia.org/wiki/Dean_Smith
1	http://en.wikipedia.org/wiki/William_Campbell_(general)	http://en.wikipedia.org/wiki/Fifth_Virginia_Convention
0	http://en.wikipedia.org/wiki/The_Land_of_Gorch	http://en.wikipedia.org/wiki/Saturday_Night_Live_(season_25)
0	http://en.wikipedia.org/wiki/Armatoloi	http://en.wikipedia.org/wiki/Russo-Turkish_War_(1828%E2%80%9329)
0	http://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus	http://en.wikipedia.org/wiki/First_Punic_War
1	http://en.wikipedia.org/wiki/Battle_of_Marignano	http://en.wikipedia.org/wiki/Early_Modern_Switzerland
1	http://en.wikipedia.org/wiki/Brad_Ziegler	http://en.wikipedia.org/wiki/Spring_training
1	http://en.wikipedia.org/wiki/Evan_Meek	http://en.wikipedia.org/wiki/Earned_run_average
0	http://en.wikipedia.org/wiki/Isaac_Steinberg	http://en.wikipedia.org/wiki/Perth
1	http://en.wikipedia.org/wiki/Grand_Theatre,_Warsaw	http://en.wikipedia.org/wiki/The_Haunted_Manor
0	http://en.wikipedia.org/wiki/Thomas_Swann	http://en.wikipedia.org/wiki/George_Washington_University
0	http://en.wikipedia.org/wiki/Oxford_Brookes_University	http://en.wikipedia.org/wiki/Aylesbury_College
0	http://en.wikipedia.org/wiki/Saskatchewan_Highway_16	http://en.wikipedia.org/wiki/Canadian_Northern_Railway
1	http://en.wikipedia.org/wiki/FIU_Panthers_men's_soccer	http://en.wikipedia.org/wiki/Conference_USA
1	http://en.wikipedia.org/wiki/Wimbledon_College_of_Arts	http://en.wikipedia.org/wiki/Kate_Moross
1	http://en.wikipedia.org/wiki/Vangiones	http://en.wikipedia.org/wiki/Ancient_Rome
0	http://en.wikipedia.org/wiki/Number_line	http://en.wikipedia.org/wiki/Electron
1	http://en.wikipedia.org/wiki/CityKids	http://en.wikipedia.org/wiki/Sid_the_Science_Kid
0	http://en.wikipedia.org/wiki/Khilafat_Movement	http://en.wikipedia.org/wiki/Abdul_Hamid_II
1	http://en.wikipedia.org/wiki/2018%E2%80%9319_Big_Ten_Conference_men's_basketball_season	http://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association
1	http://en.wikipedia.org/wiki/Robyn_(album)	http://en.wikipedia.org/wiki/Stockholm
1	http://en.wikipedia.org/wiki/USS_Gasconade_(APA-85)	http://en.wikipedia.org/wiki/5%22/38_caliber_gun
0	http://en.wikipedia.org/wiki/Michigan_Stags	http://en.wikipedia.org/wiki/Calgary_Cowboys
0	http://en.wikipedia.org/wiki/Cariboo_Mountains	http://en.wikipedia.org/wiki/Wells_Gray_Provincial_Park
1	http://en.wikipedia.org/wiki/P%26O_Princess_Cruises	http://en.wikipedia.org/wiki/Le_Boreal
0	http://en.wikipedia.org/wiki/Skaraborg_Air_Force_Wing	http://en.wikipedia.org/wiki/Geographic_coordinate_system
1	http://en.wikipedia.org/wiki/Superstition_Mountains	http://en.wikipedia.org/wiki/Sierra_Madre_Occidental
1	http://en.wikipedia.org/wiki/St._Mary's_Basilica_(Phoenix)	http://en.wikipedia.org/wiki/Buckeye,_Arizona
0	http://en.wikipedia.org/wiki/Tholi_Prema_(2018_film)	http://en.wikipedia.org/wiki/Sri_Venkateswara_Creations
0	http://en.wikipedia.org/wiki/U.S._Route_64_in_North_Carolina	http://en.wikipedia.org/wiki/Richmond,_Virginia
1	http://en.wikipedia.org/wiki/Copyleft	http://en.wikipedia.org/wiki/GNU_General_Public_License
0	http://en.wikipedia.org/wiki/Lorraine-Dietrich	http://en.wikipedia.org/wiki/Birmingham
0	http://en.wikipedia.org/wiki/Hoshea	http://en.wikipedia.org/wiki/Jeroboam
1	http://en.wikipedia.org/wiki/Bonavista_Peninsula	http://en.wikipedia.org/wiki/Newfoundland_and_Labrador
0	http://en.wikipedia.org/wiki/Napier_Sabre	http://en.wikipedia.org/wiki/Horsepower
1	http://en.wikipedia.org/wiki/1st_Avenue_Mall	http://en.wikipedia.org/wiki/Komtar
0	http://en.wikipedia.org/wiki/North_Somerset_Yeomanry	http://en.wikipedia.org/wiki/Bedminster,_Bristol
0	http://en.wikipedia.org/wiki/Beretta_70	http://en.wikipedia.org/wiki/SIG_Sauer_P230
1	http://en.wikipedia.org/wiki/Proshai,_Livushka	http://en.wikipedia.org/wiki/Down_Neck
1	http://en.wikipedia.org/wiki/The_Incident_(Lost)	http://en.wikipedia.org/wiki/Raised_by_Another
